
=== 실험3: 전체 진행 시뮬 (챕터 1→300, 골드=슬롯강화 · 다이아=뽑기 자동) ===
챕터 169: 시도   2회  슬롯 29/28/28/28/28/28  장비 신화/전설+1/신화/신화/신화/신화  뽑기 256회  전투력 공4.80e+12·체4.80e+13  
챕터 170: 시도   1회  슬롯 29/29/29/28/28/28  장비 신화/전설+1/신화/신화/신화/신화  뽑기 256회  전투력 공6.01e+12·체6.01e+13  
챕터 171: 시도   1회  슬롯 29/29/29/29/28/28  장비 신화/전설+1/신화/신화/신화/신화  뽑기 256회  전투력 공7.22e+12·체7.22e+13  
챕터 172: 시도   1회  슬롯 29/29/29/29/28/28  장비 신화/전설+1/신화/신화/신화/신화  뽑기 256회  전투력 공7.22e+12·체7.22e+13  
챕터 173: 시도   1회  슬롯 29/29/29/29/29/29  장비 신화/전설+1/신화/신화/신화/신화  뽑기 257회  전투력 공9.63e+12·체9.63e+13  
챕터 174: 시도   1회  슬롯 29/29/29/29/29/29  장비 신화/전설+1/신화/신화/신화/신화  뽑기 257회  전투력 공9.63e+12·체9.63e+13  
챕터 175: 시도   2회  슬롯 30/29/29/29/29/29  장비 신화/전설+1/신화/신화/신화/신화  뽑기 257회  전투력 공1.29e+13·체1.29e+14  
챕터 176: 시도   1회  슬롯 30/30/29/29/29/29  장비 신화/전설+1/신화/신화/신화/신화  뽑기 257회  전투력 공1.29e+13·체1.29e+14  
챕터 177: 시도   1회  슬롯 30/30/29/29/29/29  장비 신화/전설+1/신화/신화/신화/신화  뽑기 258회  전투력 공1.29e+13·체1.29e+14  
챕터 178: 시도   1회  슬롯 30/30/30/30/29/29  장비 신화/전설+1/신화/신화/신화/신화  뽑기 258회  전투력 공1.93e+13·체1.93e+14  
챕터 179: 시도   1회  슬롯 30/30/30/30/30/29  장비 신화/전설+1/신화/신화/신화/신화  뽑기 258회  전투력 공2.26e+13·체2.26e+14  
챕터 180: 시도   2회  슬롯 30/30/30/30/30/30  장비 신화/전설+1/신화/신화/신화/신화  뽑기 258회  전투력 공2.68e+13·체2.68e+14  
챕터 181: 시도   2회  슬롯 31/30/30/30/30/30  장비 신화/전설+1/신화/신화/신화/신화  뽑기 259회  전투력 공3.58e+13·체3.58e+14  
챕터 182: 시도   1회  슬롯 31/31/30/30/30/30  장비 신화/전설+1/신화/신화/신화/신화  뽑기 259회  전투력 공3.59e+13·체3.59e+14  
챕터 183: 시도   2회  슬롯 31/31/31/30/30/30  장비 신화/전설+1/신화/신화/신화/신화  뽑기 259회  전투력 공4.49e+13·체4.49e+14  
챕터 184: 시도   1회  슬롯 31/31/31/31/30/30  장비 신화/전설+1/신화/신화/신화/신화  뽑기 260회  전투력 공5.39e+13·체5.39e+14  
챕터 185: 시도   1회  슬롯 31/31/31/31/31/30  장비 신화/전설+1/신화/신화/신화/신화  뽑기 260회  전투력 공6.29e+13·체6.29e+14  
챕터 186: 시도   2회  슬롯 31/31/31/31/31/31  장비 신화/전설+1/신화/신화/신화/신화  뽑기 260회  전투력 공7.19e+13·체7.19e+14  
챕터 187: 시도   2회  슬롯 32/31/31/31/31/31  장비 신화/전설+1/신화/신화/신화/신화  뽑기 261회  전투력 공9.61e+13·체9.61e+14  
챕터 188: 시도   1회  슬롯 32/32/31/31/31/31  장비 신화/전설+1/신화/신화/신화/신화  뽑기 261회  전투력 공9.62e+13·체9.62e+14  
챕터 189: 시도   5회  슬롯 32/32/32/32/32/31  장비 신화/전설+1/신화/신화/신화/신화  뽑기 262회  전투력 공1.69e+14·체1.69e+15  
챕터 190: 시도   1회  슬롯 32/32/32/32/32/32  장비 신화/전설+1/신화/신화/신화/신화  뽑기 262회  전투력 공1.93e+14·체1.93e+15  
챕터 191: 시도   1회  슬롯 32/32/32/32/32/32  장비 신화/전설+1/신화/신화/신화/신화  뽑기 262회  전투력 공1.93e+14·체1.93e+15  
챕터 192: 시도   1회  슬롯 32/32/32/32/32/32  장비 신화/전설+1/신화/신화/신화/신화  뽑기 263회  전투력 공1.93e+14·체1.93e+15  
챕터 193: 시도   2회  슬롯 33/32/32/32/32/32  장비 신화/전설+1/신화/신화/신화/신화  뽑기 263회  전투력 공2.57e+14·체2.57e+15  
챕터 194: 시도   1회  슬롯 33/33/32/32/32/32  장비 신화/전설+1/신화/신화/신화/신화  뽑기 263회  전투력 공2.58e+14·체2.58e+15  
챕터 195: 시도   3회  슬롯 33/33/33/32/32/32  장비 신화/전설+1/신화/신화/신화/신화  뽑기 264회  전투력 공3.23e+14·체3.23e+15  
챕터 196: 시도   2회  슬롯 33/33/33/33/33/32  장비 신화/전설+1/신화/신화/신화/신화  뽑기 264회  전투력 공4.52e+14·체4.52e+15  
챕터 197: 시도   2회  슬롯 33/33/33/33/33/33  장비 신화/전설+1/신화/신화/신화/신화  뽑기 265회  전투력 공5.17e+14·체5.17e+15  
챕터 198: 시도   1회  슬롯 33/33/33/33/33/33  장비 신화/전설+1/신화/신화/신화/신화  뽑기 265회  전투력 공5.17e+14·체5.17e+15  
챕터 199: 시도   3회  슬롯 34/34/33/33/33/33  장비 신화/전설+1/신화/신화/신화/신화  뽑기 266회  전투력 공6.91e+14·체6.91e+15  
챕터 200: 시도   1회  슬롯 34/34/33/33/33/33  장비 신화/전설+1/신화/신화/신화/신화  뽑기 266회  전투력 공6.91e+14·체6.91e+15  
챕터 201: 시도   1회  슬롯 34/34/34/33/33/33  장비 신화/전설+1/신화/신화/신화/신화  뽑기 266회  전투력 공8.64e+14·체8.64e+15  
챕터 202: 시도   3회  슬롯 34/34/34/34/34/33  장비 신화/전설+1/신화/신화/신화/신화  뽑기 267회  전투력 공1.21e+15·체1.21e+16  
챕터 203: 시도   1회  슬롯 34/34/34/34/34/34  장비 신화/전설+1/신화/신화/신화/신화  뽑기 267회  전투력 공1.38e+15·체1.38e+16  
챕터 204: 시도   1회  슬롯 34/34/34/34/34/34  장비 신화/전설+1/신화/신화/신화/신화  뽑기 267회  전투력 공1.38e+15·체1.38e+16  
챕터 205: 시도   3회  슬롯 35/34/34/34/34/34  장비 신화/전설+1/신화/신화/신화/신화  뽑기 268회  전투력 공1.85e+15·체1.85e+16  
챕터 206: 시도   3회  슬롯 35/35/35/35/34/34  장비 신화/전설+1/신화/신화/신화/신화  뽑기 268회  전투력 공2.78e+15·체2.78e+16  
챕터 207: 시도   1회  슬롯 35/35/35/35/34/34  장비 신화/전설+1/신화/신화/신화/신화  뽑기 268회  전투력 공2.78e+15·체2.78e+16  
챕터 208: 시도   1회  슬롯 35/35/35/35/35/34  장비 신화/전설+1/신화/신화/신화/신화  뽑기 269회  전투력 공3.25e+15·체3.25e+16  
챕터 209: 시도   1회  슬롯 35/35/35/35/35/35  장비 신화/전설+1/신화/신화/신화/신화  뽑기 269회  전투력 공3.85e+15·체3.85e+16  
챕터 210: 시도   3회  슬롯 36/35/35/35/35/35  장비 신화/전설+1/신화/신화/신화/신화  뽑기 269회  전투력 공5.15e+15·체5.15e+16  
챕터 211: 시도   1회  슬롯 36/35/35/35/35/35  장비 신화/전설+1/신화/신화/신화/신화  뽑기 270회  전투력 공5.15e+15·체5.15e+16  
챕터 212: 시도   3회  슬롯 36/36/36/35/35/35  장비 신화/전설+1/신화/신화/신화/신화  뽑기 270회  전투력 공6.45e+15·체6.45e+16  
챕터 213: 시도   1회  슬롯 36/36/36/35/35/35  장비 신화/전설+1/신화/신화/신화/신화  뽑기 271회  전투력 공6.45e+15·체6.45e+16  
챕터 214: 시도   3회  슬롯 36/36/36/36/36/36  장비 신화/전설+1/신화/신화/신화/신화  뽑기 271회  전투력 공1.03e+16·체1.03e+17  
챕터 215: 시도   1회  슬롯 36/36/36/36/36/36  장비 신화/전설+1/신화/신화/신화/신화  뽑기 271회  전투력 공1.03e+16·체1.03e+17  
챕터 216: 시도   2회  슬롯 36/36/36/36/36/36  장비 신화/전설+1/신화/신화/신화/신화  뽑기 272회  전투력 공1.03e+16·체1.03e+17  
챕터 217: 시도   4회  슬롯 37/37/36/36/36/36  장비 신화/전설+1/신화/신화/신화/신화  뽑기 273회  전투력 공1.38e+16·체1.38e+17  
챕터 218: 시도   4회  슬롯 37/37/37/36/36/36  장비 신화/전설+1/신화/신화/신화/신화  뽑기 273회  전투력 공1.73e+16·체1.73e+17  
챕터 219: 시도   1회  슬롯 37/37/37/37/36/36  장비 신화/전설+1/신화/신화/신화/신화  뽑기 274회  전투력 공2.07e+16·체2.07e+17  
챕터 220: 시도   1회  슬롯 37/37/37/37/37/36  장비 신화/전설+1/신화/신화/신화/신화  뽑기 274회  전투력 공2.42e+16·체2.42e+17  
챕터 221: 시도   1회  슬롯 37/37/37/37/37/37  장비 신화/전설+1/신화/신화/신화/신화  뽑기 274회  전투력 공2.77e+16·체2.77e+17  
챕터 222: 시도   2회  슬롯 37/37/37/37/37/37  장비 신화/전설+1/신화/신화/신화/신화  뽑기 274회  전투력 공2.77e+16·체2.77e+17  
챕터 223: 시도   1회  슬롯 38/37/37/37/37/37  장비 신화/전설+1/신화/신화/신화/신화  뽑기 275회  전투력 공3.70e+16·체3.70e+17  
챕터 224: 시도   3회  슬롯 38/38/37/37/37/37  장비 신화/전설+1/신화/신화/신화/신화  뽑기 275회  전투력 공3.70e+16·체3.70e+17  
챕터 225: 시도   3회  슬롯 38/38/38/37/37/37  장비 신화/전설+1/신화/신화/신화/신화  뽑기 276회  전투력 공4.63e+16·체4.63e+17  
챕터 226: 시도   3회  슬롯 38/38/38/38/38/38  장비 신화/전설+1/신화/신화/신화/신화  뽑기 277회  전투력 공7.42e+16·체7.42e+17  
챕터 227: 시도   1회  슬롯 38/38/38/38/38/38  장비 신화/전설+1/신화/신화/신화/신화  뽑기 277회  전투력 공7.42e+16·체7.42e+17  
챕터 228: 시도   1회  슬롯 38/38/38/38/38/38  장비 신화/전설+1/신화/신화/신화/신화  뽑기 277회  전투력 공7.42e+16·체7.42e+17  
챕터 229: 시도   1회  슬롯 39/38/38/38/38/38  장비 신화/전설+1/신화/신화/신화/신화  뽑기 277회  전투력 공9.90e+16·체9.90e+17  
챕터 230: 시도   2회  슬롯 39/38/38/38/38/38  장비 신화/전설+1/신화/신화/신화/신화  뽑기 278회  전투력 공9.90e+16·체9.90e+17  
챕터 231: 시도   3회  슬롯 39/39/39/38/38/38  장비 신화/전설+1/신화/신화/신화/신화  뽑기 278회  전투력 공1.24e+17·체1.24e+18  
챕터 232: 시도   1회  슬롯 39/39/39/39/38/38  장비 신화/전설+1/신화/신화/신화/신화  뽑기 278회  전투력 공1.49e+17·체1.49e+18  
챕터 233: 시도   1회  슬롯 39/39/39/39/39/38  장비 신화/전설+1/신화/신화/신화/신화  뽑기 279회  전투력 공1.74e+17·체1.74e+18  
챕터 234: 시도   3회  슬롯 39/39/39/39/39/39  장비 신화/전설+1/신화/신화/신화/신화  뽑기 279회  전투력 공1.99e+17·체1.99e+18  
챕터 235: 시도   2회  슬롯 40/39/39/39/39/39  장비 신화/전설+1/신화/신화/신화/신화  뽑기 280회  전투력 공2.65e+17·체2.65e+18  
챕터 236: 시도   2회  슬롯 40/40/39/39/39/39  장비 신화/전설+1/신화/신화/신화/신화  뽑기 280회  전투력 공2.66e+17·체2.66e+18  
챕터 237: 시도   2회  슬롯 40/40/40/39/39/39  장비 신화/전설+1/신화/신화/신화/신화  뽑기 281회  전투력 공3.33e+17·체3.33e+18  
챕터 238: 시도   5회  슬롯 40/40/40/40/40/39  장비 신화/전설+1/신화/신화/신화/신화  뽑기 282회  전투력 공4.66e+17·체4.66e+18  
챕터 239: 시도   1회  슬롯 40/40/40/40/40/40  장비 신화/전설+1/신화/신화/신화/신화  뽑기 282회  전투력 공5.52e+17·체5.52e+18  
챕터 240: 시도   5회  슬롯 41/40/40/40/40/40  장비 신화/전설+1/신화/신화/신화/신화  뽑기 283회  전투력 공7.38e+17·체7.38e+18  
챕터 241: 시도   1회  슬롯 41/40/40/40/40/40  장비 신화/전설+1/신화/신화/신화/신화  뽑기 283회  전투력 공7.38e+17·체7.38e+18  
챕터 242: 시도   1회  슬롯 41/41/40/40/40/40  장비 신화/전설+1/신화/신화/신화/신화  뽑기 283회  전투력 공7.39e+17·체7.39e+18  
챕터 243: 시도   2회  슬롯 41/41/40/40/40/40  장비 신화/전설+1/신화/신화/신화/신화  뽑기 284회  전투력 공7.39e+17·체7.39e+18  
챕터 244: 시도   2회  슬롯 41/41/41/40/40/40  장비 신화/전설+1/신화/신화/신화/신화  뽑기 284회  전투력 공9.24e+17·체9.24e+18  
챕터 245: 시도   5회  슬롯 41/41/41/41/41/41  장비 신화/전설+1/신화/신화/신화/신화  뽑기 285회  전투력 공1.48e+18·체1.48e+19  
챕터 246: 시도   1회  슬롯 41/41/41/41/41/41  장비 신화/전설+1/신화/신화/신화/신화  뽑기 285회  전투력 공1.48e+18·체1.48e+19  
챕터 247: 시도   1회  슬롯 42/41/41/41/41/41  장비 신화/전설+1/신화/신화/신화/신화  뽑기 286회  전투력 공1.98e+18·체1.98e+19  
챕터 248: 시도   9회  슬롯 42/42/42/42/41/41  장비 신화/전설+1/신화/신화/신화/신화  뽑기 287회  전투력 공2.97e+18·체2.97e+19  
챕터 249: 시도   1회  슬롯 42/42/42/42/41/41  장비 신화/전설+1/신화/신화/신화/신화  뽑기 288회  전투력 공2.97e+18·체2.97e+19  
챕터 250: 시도   2회  슬롯 42/42/42/42/42/42  장비 신화/전설+1/신화/신화/신화/신화  뽑기 288회  전투력 공3.97e+18·체3.97e+19  
챕터 251: 시도   1회  슬롯 42/42/42/42/42/42  장비 신화/전설+1/신화/신화/신화/신화  뽑기 288회  전투력 공3.97e+18·체3.97e+19  
챕터 252: 시도   1회  슬롯 42/42/42/42/42/42  장비 신화/전설+1/신화/신화/신화/신화  뽑기 288회  전투력 공3.97e+18·체3.97e+19  
챕터 253: 시도   4회  슬롯 43/42/42/42/42/42  장비 신화/전설+1/신화/신화/신화/신화  뽑기 289회  전투력 공5.30e+18·체5.30e+19  
챕터 254: 시도   7회  슬롯 43/43/43/42/42/42  장비 신화/전설+1/신화/신화/신화/신화  뽑기 291회  전투력 공6.64e+18·체6.64e+19  
챕터 255: 시도   3회  슬롯 43/43/43/43/43/42  장비 신화/전설+1/신화/신화/신화/신화  뽑기 291회  전투력 공9.30e+18·체9.30e+19  
챕터 256: 시도   1회  슬롯 43/43/43/43/43/42  장비 신화/전설+1/신화/신화/신화/신화  뽑기 292회  전투력 공9.30e+18·체9.30e+19  
챕터 257: 시도   1회  슬롯 43/43/43/43/43/43  장비 신화/전설+1/신화/신화/신화/신화  뽑기 292회  전투력 공1.06e+19·체1.06e+20  
챕터 258: 시도   2회  슬롯 43/43/43/43/43/43  장비 신화/전설+1/신화/신화/신화/신화  뽑기 292회  전투력 공1.06e+19·체1.06e+20  
챕터 259: 시도   4회  슬롯 44/43/43/43/43/43  장비 신화/전설+1/신화/신화/신화/신화  뽑기 293회  전투력 공1.42e+19·체1.42e+20  
챕터 260: 시도   3회  슬롯 44/44/43/43/43/43  장비 신화/전설+1/신화/신화/신화/신화  뽑기 294회  전투력 공1.42e+19·체1.42e+20  
챕터 261: 시도   4회  슬롯 44/44/44/43/43/43  장비 신화/전설+1/신화/신화/신화/신화  뽑기 294회  전투력 공1.78e+19·체1.78e+20  
챕터 262: 시도   1회  슬롯 44/44/44/44/43/43  장비 신화/전설+1/신화/신화/신화/신화  뽑기 295회  전투력 공2.14e+19·체2.14e+20  
챕터 263: 시도   4회  슬롯 44/44/44/44/44/44  장비 신화/전설+1/신화/신화/신화/신화  뽑기 296회  전투력 공2.85e+19·체2.85e+20  
챕터 264: 시도   1회  슬롯 44/44/44/44/44/44  장비 신화/전설+1/신화/신화/신화/신화  뽑기 296회  전투력 공2.85e+19·체2.85e+20  
챕터 265: 시도   4회  슬롯 45/44/44/44/44/44  장비 신화/전설+1/신화/신화/신화/신화  뽑기 297회  전투력 공3.81e+19·체3.81e+20  
챕터 266: 시도   2회  슬롯 45/44/44/44/44/44  장비 신화/전설+1/신화/신화/신화/신화  뽑기 297회  전투력 공3.81e+19·체3.81e+20  
챕터 267: 시도   9회  슬롯 45/45/45/45/44/44  장비 신화/전설+1/신화/신화/신화/신화  뽑기 299회  전투력 공5.73e+19·체5.73e+20  
챕터 268: 시도   1회  슬롯 45/45/45/45/45/44  장비 신화/전설+1/신화/신화/신화/신화  뽑기 299회  전투력 공6.68e+19·체6.68e+20  
챕터 269: 시도   4회  슬롯 45/45/45/45/45/45  장비 신화/전설+1/신화/신화/신화/신화  뽑기 300회  전투력 공7.91e+19·체7.91e+20  
챕터 270: 시도   1회  슬롯 45/45/45/45/45/45  장비 신화/전설+1/신화/신화/신화/신화  뽑기 300회  전투력 공7.91e+19·체7.91e+20  
챕터 271: 시도   2회  슬롯 46/45/45/45/45/45  장비 신화/전설+1/신화/신화/신화/신화  뽑기 301회  전투력 공1.06e+20·체1.06e+21  
챕터 272: 시도   7회  슬롯 46/46/46/45/45/45  장비 신화/전설+1/신화/신화/신화/신화  뽑기 302회  전투력 공1.32e+20·체1.32e+21  
챕터 273: 시도   3회  슬롯 46/46/46/46/45/45  장비 신화/전설+1/신화/신화/신화/신화  뽑기 303회  전투력 공1.59e+20·체1.59e+21  
챕터 274: 시도   3회  슬롯 46/46/46/46/46/45  장비 신화/전설+1/신화/신화/신화/신화  뽑기 303회  전투력 공1.85e+20·체1.85e+21  
챕터 275: 시도   2회  슬롯 46/46/46/46/46/46  장비 신화/전설+1/신화/신화/신화/신화  뽑기 304회  전투력 공2.12e+20·체2.12e+21  
챕터 276: 시도   1회  슬롯 46/46/46/46/46/46  장비 신화/전설+1/신화/신화/신화/신화  뽑기 304회  전투력 공2.12e+20·체2.12e+21  
챕터 277: 시도   9회  슬롯 47/47/46/46/46/46  장비 신화/전설+1/신화/신화/신화/신화  뽑기 306회  전투력 공2.84e+20·체2.84e+21  
챕터 278: 시도   7회  슬롯 47/47/47/47/46/46  장비 신화/전설+1/신화/신화/신화/신화  뽑기 307회  전투력 공4.26e+20·체4.26e+21  
챕터 279: 시도   2회  슬롯 47/47/47/47/47/46  장비 신화/전설+1/신화/신화/신화/신화  뽑기 308회  전투력 공4.97e+20·체4.97e+21  
챕터 280: 시도   3회  슬롯 47/47/47/47/47/47  장비 신화/전설+1/신화/신화/신화/신화  뽑기 308회  전투력 공5.68e+20·체5.68e+21  
챕터 281: 시도   1회  슬롯 47/47/47/47/47/47  장비 신화/전설+1/신화/신화/신화/신화  뽑기 308회  전투력 공5.68e+20·체5.68e+21  
챕터 282: 시도   4회  슬롯 48/47/47/47/47/47  장비 신화/전설+1/신화/신화/신화/신화  뽑기 309회  전투력 공7.59e+20·체7.59e+21  
챕터 283: 시도   3회  슬롯 48/47/47/47/47/47  장비 신화/전설+1/신화/신화/신화/신화  뽑기 310회  전투력 공7.59e+20·체7.59e+21  
챕터 284: 시도   2회  슬롯 48/48/47/47/47/47  장비 신화/전설+1/신화/신화/신화/신화  뽑기 310회  전투력 공7.60e+20·체7.60e+21  
챕터 285: 시도   4회  슬롯 48/48/48/47/47/47  장비 신화/전설+1/신화/신화/신화/신화  뽑기 311회  전투력 공9.51e+20·체9.51e+21  
챕터 286: 시도   7회  슬롯 48/48/48/48/48/48  장비 신화/전설+1/신화/신화/신화/신화  뽑기 313회  전투력 공1.52e+21·체1.52e+22  
챕터 287: 시도   2회  슬롯 48/48/48/48/48/48  장비 신화/전설+1/신화/신화/신화/신화  뽑기 313회  전투력 공1.52e+21·체1.52e+22  
챕터 288: 시도   4회  슬롯 49/48/48/48/48/48  장비 신화/전설+1/신화/신화/신화/신화  뽑기 314회  전투력 공2.03e+21·체2.03e+22  
챕터 289: 시도   1회  슬롯 49/48/48/48/48/48  장비 신화/전설+1/신화/신화/신화/신화  뽑기 314회  전투력 공2.03e+21·체2.03e+22  
챕터 290: 시도   2회  슬롯 49/49/48/48/48/48  장비 신화/전설+1/신화/신화/신화/신화  뽑기 314회  전투력 공2.04e+21·체2.04e+22  
챕터 291: 시도   4회  슬롯 49/49/49/48/48/48  장비 신화/전설+1/신화/신화/신화/신화  뽑기 315회  전투력 공2.55e+21·체2.55e+22  
챕터 292: 시도   4회  슬롯 49/49/49/49/48/48  장비 신화/전설+1/신화/신화/신화/신화  뽑기 316회  전투력 공3.06e+21·체3.06e+22  
챕터 293: 시도   6회  슬롯 49/49/49/49/49/49  장비 신화/전설+1/신화/신화/신화/신화  뽑기 317회  전투력 공4.08e+21·체4.08e+22  
챕터 294: 시도   4회  슬롯 49/49/49/49/49/49  장비 신화/전설+1/신화/신화/신화/신화  뽑기 318회  전투력 공4.08e+21·체4.08e+22  
챕터 295: 시도   3회  슬롯 50/49/49/49/49/49  장비 신화/전설+1/신화/신화/신화/신화  뽑기 319회  전투력 공5.45e+21·체5.45e+22  
챕터 296: 시도   2회  슬롯 50/50/49/49/49/49  장비 신화/전설+1/신화/신화/신화/신화  뽑기 319회  전투력 공5.46e+21·체5.46e+22  
챕터 297: 시도  11회  슬롯 50/50/50/50/49/49  장비 신화/전설+1/신화/신화/신화/신화  뽑기 322회  전투력 공8.20e+21·체8.20e+22  
챕터 298: 시도   4회  슬롯 50/50/50/50/50/50  장비 신화/전설+1/신화/신화/신화/신화  뽑기 322회  전투력 공1.13e+22·체1.13e+23  
챕터 299: 시도  10회  슬롯 51/50/50/50/50/50  장비 신화/전설+1/신화/신화/신화/신화  뽑기 324회  전투력 공1.51e+22·체1.51e+23  
챕터 300: 시도 118회  슬롯 52/51/51/51/51/51  장비 신화/전설+1/신화/신화/신화/신화  뽑기 349회  전투력 공4.05e+22·체4.05e+23  
총 시도: 1678  (환산 56일)
